sha256_hash,source,label
0c9f2bc1467111649bf9a15cf0af7b038b9b79b2954909a1188db683729bfcca,Sodinokibi(REvil).PE,1
0cb09d57063d9d0e08d5a25a5dd1b6422bff2a4045348b5a937706b31eba17b7,CWindowsSysWOW64,0
0cb3a002cac53f2fadfc82e0179c5401683ed5ff2aa1a809cbae63fe461e767f,CProgramFilesx86,0
0cc8a98f78bd99c56daeb354c421dbf2a3e97dcfa70f1b80da2c6d7a845610e3,CProgramFiles,0
0cca44ab3b1a54c21b05a7171029e49ae25dcce83e0a9cf52a651469bb2e0766,BlackCat.PE,1
0cf035ef1922feaddd0756d528d26783bbda16328382e6e6b8d05c94f4a43524,CProgramFiles,0
0d00c656ab071a9004670c18cbae331b5b8971d817f4995579aaa44e61762513,conti.PE,1
0d4dbaab0c8aecef88e30b58ba7a50459e2a4d5da26f80e9a7ade1fedf1fdbb4,phobos.PE,1
0d726135aea9e7f991042eccdb8aa4ed388e08c595be387d1f10749e90958bd8,Dridex.PE,1
0d8ec67ad42ffe193d784df85ac12afc2bb7c44f658b78dcd6ba60705cc2047e,WannaCry.PE,1
0daf2f44d5ee8a8080a6f99d639e6e0808839a17c18c935cd135834c623942a4,cWindowssystem32,0
0dee5c8c6e0e5ff276c1cbc31be61d5ce1c0313e40614baa9a8e53c62013a266,Cerber.PE,1
0df8c58ec01d7af01009971253d7ed379b27e62195ef0b73cf6e58670a89d2aa,phobos.PE,1
0e00d60ab2e4609cfbaba565a05f89b2b3ec6fd23fa2448ebefe064533dcf9ba,conti.PE,1
0e0c602b4caed2430003d8366b938a117df5b7799211d63cbc7037889e99ab45,phobos.PE,1
0e2675279dfd3b4b2f53bf1d8d468bed3a049b7da696467ef45f01d071de779e,CProgramFilesx86,0
0e484450ee1d7014cb09d988d3d8c99b978ad3fc7444391dbea6eafdb64dd39a,CProgramFiles,0
0e4cba93a21301feabe1e40f726c35142651ac35ebcf991d77849dd8acedf033,BlackCat.PE,1
0ec05d16b1ae0b2362e521902796c32ac9cd3cbbb05e56b564902229a32297a0,CProgramFiles,0
0f1f804b52033cf5159898ff681b8b0ddd309b0dd7d77ef13fcd4a6ce1c24c3d,CProgramFiles,0
0f265471d67c8036e9f2c20db17b562d2c8a74d0531295dd716108b18f2a0457,CProgramFilesx86,0
0f51f796d889fe915ab03709ebbee4e60b4e56e7085a4ecaccc8f6f99dbcbcd8,CWindowsSysWOW64,0
1019aaedff95f5af355727c1a85ff88e5fa2abfb8399567e8c0d800c583331b8,Cerber.PE,1
102de28a6db028620a5ca8730aebfd6d7c7430ab8c06a33ebd27e53951c117b1,WannaCry.PE,1
108603f57aa06b8447de3fc51928f5b7214735747a4d9d961bc198c338de4516,CWindowsSysWOW64,0
10bd61ae1615c578911e792e89240081a9da0c73b07783f7fe8d6be64d5d1a59,LockBit.PE,1
10cd74df89cf3e96f287b2340532ddfc9e0c4bc587a28f5f74608f7c047af8d2,CProgramFilesx86,0
10ffe8b91303d381c5e2384fd56fda1581e128ac3512acad6215d9c911708ff0,WannaCry.PE,1
1114f2f7b267d5bba62fc0f189f46b193b6e9997f7f269054747ef9819f4dade,Dridex.PE,1
112e721b9f0d4a73108b8cb966af8fe5eda1f64ec8410702b8f7ee5549275460,cWindowssystem32,0
112f1f97238f3a854e87846bbe908389ccc8361ebb80d8c17945bacd7bf8fbeb,CWindowsSysWOW64,0
116d8c334bc2a2a592f4ad4a04714e5f533f7d7c35a8bcc2209d888048e41d2b,CProgramFiles,0
1198223281a3bbe1485ad1c1279124fdd7ebc913b7dfe698b564f88dbb6688b4,cWindowssystem32,0
11fe85947f76bfce139be82906d9ae1cbe8308e66cb486da63280fbb98fff7f8,BlackCat.PE,1
1200385f981f9b324132701ea2ac7a5db24c06172fe1b6561c9aa99fe8811e1a,cWindowssystem32,0
12160dee6a1d2f12418a29227bc090a7a77074193fe7b36437ff86b452720e26,CWindowsSysWOW64,0
12204ee361827cbe659be3e1a7ceebe3f861dc1a7df51138a800b22f8da1251d,conti.PE,1
1241f24ac9c5a111f21c5cef831a5881a5c06229e09d158cbf2ac54e41c4e1c9,CProgramFiles,0
129a45b32f14470ab6a944b5b57e472578556c16138394a78bb4ff45138c4571,LockBit.PE,1
12a91d6bc0c97ff3030ee72e61d6166c542288a47b04684b4d528f2fac59c324,WannaCry.PE,1
12dd9667832d934ad8439252a302b4f57b6419c9e642e64daf03c783972a7998,WannaCry.PE,1
12e886e4d061af1cbceb58fb5f38960a7f9f2606a344cb75190eacc553fb20ce,phobos.PE,1
132554d82d973da87287722ddc5b6facc1e3247539d3508ff7d1df936da65c63,CProgramFiles,0
13d69197ae4975e52ce0f3aaba918c8ca05d6971eb3cd52205f234fab3b27a4f,CProgramFiles,0
13f6e8c3070464eca568bd351369390359a6e499c4d0a20c3e41773775df362c,Cerber.PE,1
1408d2bddbccf3a5cdb83e48b8b8315d1d98a2e1ba7120bd38b0d77a302bca14,CProgramFiles,0
141838a92434e804df3e7eac51fd906bdbbdc133ec7dbb21d37d1fd159b8e0ec,Cerber.PE,1
141f4bc88a508927eacb07447d0a39a543096523fb3b281f65619482aae14c12,phobos.PE,1
1431a2fc2d72c23a25cda34a12c5f5306d4a187077ee3e2c06830987f97f5754,CWindowsSysWOW64,0
14430d7d278f99ec263c76ddb0a8e04a22f475d78c651c6052d9316ea60e76b4,CProgramFiles,0
1448ab93fc72993d3dc50fc8a68125773ed2734f9ef5a21d7620e8f670cfb60f,BlackMatter.PE,1
1463f3b39ea317e69b338e6d9bc0f7175ac65805184c0c93e758f82c1a1a0543,CProgramFilesx86,0
14ab9ad777fdb439554382bdd28b38be6dfecae058fade26e0d2d31950cf609a,LockBit.PE,1
14dbd8b9ce72c78f442a6d319c454b0725243cf19db9bdded4ba03dd295b69cf,CWindowsSysWOW64,0
14f3e86cdbaa32945394e4e1dc0116b5e4bec0e347e4a5b672ece469ec4c3bd1,CProgramFilesx86,0
150baaaac61937ad78d61e096712854486cb7092b99f1791c828ac9eddf6673c,CProgramFilesx86,0
1591e8690f42f1a4caaef1a23d6c629111b190c6fb32a7ab96153a5be0b7fd90,CProgramFilesx86,0
15be56a98faf0f57a71a33d6a1e2154fff04818bb480a66f798f5e3ee3e65210,Dridex.PE,1
160ef6bbc3bcff549f7b9daa405a0707441a5a7374931a6b6e024d77d2472ad0,CWindowsSysWOW64,0
166cbae855ed1f7c7135f37a2eede712788efd9dd9411a24d7ad869714e16fbe,CProgramFiles,0
16725e528282036dd6c3dccba1e80739ab8b651ad6dbe97f1550ad59f7d759b0,BlackMatter.PE,1
167c75b4a5e9c0655d95fb80db246346f40ebd0447f2ab98e3fd212d4488c37d,CWindowsSysWOW64,0
169e32809fa03bd907079ec62c6ebca1f81b3f7ed509acaed3e653907122ac7a,conti.PE,1
16e6dd4f31934ce503f907d5235d3e53ebd20b6e0ab655052ea94ba628e47114,CProgramFiles,0
171862f9c804498c1340e6acbbe8530a6db7fbfbcebb38835ba94d3a71b832b1,Dridex.PE,1
174d3a0ee9f59175e21657a62d5475e6fa40a92349cd937cab52b0eba362ae5c,CProgramFiles,0
1791be8fe25a3f8091793a763ad394d62a1c3771e55b0632843e65c14c516750,CProgramFilesx86,0
17b4e503d4dbcef4803c0ecf781b317945cbaf6b689620814a05e2021777849e,CProgramFiles,0
17c29cb0155004e089a5c5daef780d64716af108c2ade2a40fa0ce3796989273,CProgramFilesx86,0
183e223cd71269f88e8d51bb3e0d1b4377e5074190a8956a990a6034237f1eed,BlackMatter.PE,1
185b1c8eb801c8f8464ddd348d43f43b818c31237fd11bc8e39ae19e9d6dc700,CProgramFiles,0
18a6137ef3248c46dcd51443a0e564e4751d088eb890f4061dc0bc97b53927e4,WannaCry.PE,1
18d80adaa97e159c041f2e720b664ac0738ee6f41e903f12d96a316449a5a1f9,CProgramFiles,0
18e9ba3626a61160a90fef0b823d1cd2bb8155ce6cddea356edc3c5bc1f1f3ca,CProgramFiles,0
191fd5a03e9ab7d840d973b3c4a82fc10b657d7b78fed78fbb7ceccef83b57f0,WannaCry.PE,1
1945f37cce69951eb71bcf9b45dd77878f985c05d7a3c5a10e774c6c64fb65f7,CProgramFiles,0
197704dde18b2e428c6c6669df9b47ec670306714ceb2ea18183687001a9b877,BlackMatter.PE,1
1a053ec42842de7f2e64003d0cd8db5a472bd7e0aeb1d9f72ba918c9a8586a55,Sodinokibi(REvil).PE,1
1a7c52234f9b7e928bc01d7ec276e68e8a222e8da647af32ef4bfdda5320254a,CWindowsSysWOW64,0
1a7edbcd0f475276613fb83bac57add22d36a0444fb43b1c37ba289406e2cf10,BlackCat.PE,1
1af82d8d2c4a418e26f787811966428478d8a306de5c629d05dd4e968ce2cc85,cWindowssystem32,0
1b2afcd80414824785fa3d5e9838cb542a01d2909424affaf5f521c6a6b8db54,Dridex.PE,1
1b3661deaa30bfb861608d70fe74bfce089394411a27b78f96b9368e1fc4c9c4,CWindowsSysWOW64,0
1b3de1c94a65570c0ac6c2188c307440ee5ac7271b0f9887f446eb7cc2163c0c,cWindowssystem32,0
1c41bcb3f75f60beb6ab3cb3520782249abef4c696561bb97d2c80053d24c27d,phobos.PE,1
1c5662fcaa95ad77d58bc57ab73a45e7700591962a524863fdc0a0f5f86a07e1,CWindowsSysWOW64,0
1c8af24db20c916e22bca958710893973564ff264e795cbb26552a8b5bd818c7,cWindowssystem32,0
1ca1ba369a0d02a88e2844b3c39e9a6683657faf37e7a14e0cc26007b5d0fcb8,CProgramFiles,0
1cac9a6b635f661b3e6257edc6e1f2ccc11d072088e1821b30f99a68cdf698d7,LockBit.PE,1
1cdf40d6fe58e82133daaf91f2d89225aff00ff1f68358395b61144d2b79d4fc,CProgramFiles,0
1d07ff229c30f4a769a37096d5ca07301d0078388b71096ed6cca24e010ffcf7,CProgramFiles,0
1d4275c1f503eb32bf5767fe448c0b6714222fc5471bea3dc3660c392c11ecf6,CProgramFiles,0
1d6b192c75efb9e362d03086fe306b80e5bdc2f420ec87baca3211568f6f698f,CUsers[YourUser]AppDataLocalPrograms,0
1d724dfcaf21c107256453dbcf58b859b5b1b43df5793164e7c1a1d0cbfd52d6,Dridex.PE,1
1d9b162e6e8844a3b2a9b4238eb1a47b558ff7763dd4c2870da7de2a9cf764c7,CProgramFiles,0
1db8c570eadf0247738770d7e0b6e15abfeaea0acc62e53e9f1bf3a2d7777f49,cWindowssystem32,0
1dcf7b1d7c827595ce87dfe297190b163442ce58ca2fb4d142104439c79bc7d1,BlackMatter.PE,1
1e535ce03482fb463c0800828236f78407a74dad14977b99684de1919b933163,Cerber.PE,1
1e9279ca04547ae1f22f29b5d4e95e03b978c47e08e8d0e37671d57ece2c4262,CProgramFiles,0
1ebe9412af00151f0c4dd26fbebbf132fb17306f0d346a5c89f0c4911141cb2f,CProgramFilesx86,0
1ecdfaaec14f35eee250b54a57a994e91d4e3c47f0f6cc6702bf96aaa8ff3e90,Dridex.PE,1
1ed389d8391a78468367f1369ac33dac9839c521bd7d81605bbfb1ccf04a5762,WannaCry.PE,1
1ef3ed05cc698f6b8814a6baa554198057f47e05f15345c8291262d469068082,Dridex.PE,1
1f53619b1eadcb95056906e94989aeacb21192d558ad9d12841ecb4842d44625,conti.PE,1
1f952e2ec843ecb34e42c70d8da953a4ff47137cba95a7fbf50e4862338f3ebc,CWindowsSysWOW64,0
1f95d13603bede987578d15046c3e8d47e3f9c1a24c54f93715c0a74981c59bd,CProgramFiles,0
1f976ec1e000b2004040ce0a97290cfc33719f2c6fbed1e5037014cdde9c3a9c,CProgramFiles,0
1fcec0976302f9796e82d01a376d7586998484121520b68e55a99b5fb2914a9b,CProgramFiles,0
1fe38ea67210ae791c311f356c0e624c003ff8bb9c03a43493926063db68ea47,CProgramFiles,0
20340eb00752e9afbeb02208166b261d8920f40ebbf0c18fa9a96066e7a555b0,BlackMatter.PE,1
208437b9d9a28e7dfbc92d10412785f498f628ce63f1bc0c9569fd70e4062608,CProgramFiles,0
211e32535deb3b37b147ce2040db04a9b686cb7f9e1b4a99d9e981c1f5243b6e,BlackCat.PE,1
216e687d09f0ab49d8181c96ace47c318171d353ee9790f06f7260af1d44f912,CProgramFiles,0
21755653891bc5045d763a84265fb2ce97309bc1e9c11e369bdf287c3681ad01,Sodinokibi(REvil).PE,1
21784c8815a5b441aa6259fc436a3960f81f103859aa15cf37f5c3cd0583a641,BlackCat.PE,1
21793ebc7c77ee9b6dc6837907f20580b5b91709d4dd9901f01bf3458836a546,phobos.PE,1
21fa0cdaf65397489f986e4762f7825b63fcf7e1143174f2368ab7a61bcfff5b,LockBit.PE,1
2215b4c79329197a4730ef90505600af165335e0baec000239c145dcabc78010,phobos.PE,1
2230de0b10853c3b1fe4ce9598a888a43a48b1c06571bd2466bf8996266896e5,Sodinokibi(REvil).PE,1
229e780f009c6b900d0b193d1ae9fcaa6f821e10964552663fd163d37718d561,CProgramFilesx86,0
22ed6f33ae91768305742e165c20f177fa309b058244e6637b3b71c5714577c6,Sodinokibi(REvil).PE,1
2336c9fdeba2c1999868d70283cd729e1fd2939df41ae8bda7e8580293672192,CProgramFilesx86,0
234c265cec8fda9dd0a9032eae39346885d3b59afc1f1b34dd0ade4e02820b44,phobos.PE,1
2364463a9f6deccd1b4779454466dd619f72010267a17ba0b2a21e5de3f6ae9f,WannaCry.PE,1
236fa9cb67aed3db9fda1120cc852f6426ea8f60d7cfc65802bc7193e3d7cca6,LockBit.PE,1
23b8682151e44b055780e797c167808828d73f39bee4eb441dc6e47d7010d878,BlackCat.PE,1
23bfda341580c1aa4ebe718c5478ce8225dd0b72a217d9ebf1c6918ebfec1ae7,phobos.PE,1
23fc77370c0ab5c9d99944f275695d45111c2d69d1c8493d3b2d149834f60130,CProgramFilesx86,0
2417b7a3b4c81fe6bdc724ca86c354b5e374737f7165e3555288ed84e6be3519,Sodinokibi(REvil).PE,1
24337f862d61594a4bf0ccf7fbfa4d99d7f415cbe045f66ae58da6bd8b7c0653,Dridex.PE,1
24568f8811ee25773618931d01184dfc09bcd3fc0b0467b089df7b35fa34a50d,Dridex.PE,1
245fba6a89e1a15596046991abe160eea4f8517cdcbb9992eabe276697ab3b8c,BlackCat.PE,1
24f63c0b26b5d89685021853d67977fafcc0bd9ddd246e491dfe957654b0a845,CProgramFiles,0
252538d767d821f98814865fd1efe969aa25dcbcd483ed523eb9591f2d8c7780,CProgramFiles,0
254e5b46c3f96b57b54f88b8c17133bf405a7c010747ffea9f639e2927749750,BlackCat.PE,1
25bfe869d4a01faa0eb2852f7ae709d972ba4736254f77bcc9b83de01d5baabc,LockBit.PE,1
25d9a40d7b7a7c4ef2ffc5b30e0968513685f32b386420ff2ed3758aa1777ace,Dridex.PE,1
2607501ef9c3a29a58c8aec96f501286d3566de3687089153c5eac8e81ebd3a1,CProgramFiles,0
26259a6f290a799eeb1c7c9b311e528c77e458582f9396d4dfc1c69dd2ad6891,CProgramFiles,0
2643c3502be361ef11e1bc44d48eb720a918d2560ab5c2cbc12172a68e6a9c61,WannaCry.PE,1
2671057525380086b2ceef1c4f720d576e7285f07443a4210a47e838417935a7,Dridex.PE,1
2679c2012db076b77603069b7e5daca8b9b7a815f516434d2b745b9a2c2c4572,WannaCry.PE,1
268f9259648c6bf0f638270c375b0197d407e3e30d1d90ed8f663a09d2238e33,Dridex.PE,1
26b46a8e92fe61662ad30cd64522fb1904140894bf0cdfabaa9cba713acd7c30,CProgramFiles,0
2710c69bb8a7c8c3f4dfd9458c645f46633a85c043311fb46ccbfd39457afb5b,Sodinokibi(REvil).PE,1
2732e009479a159a33a5694ce6ecf02097e3f6e9dabf1566cd07bf859bacb839,CProgramFilesx86,0
2785df9f4994f3c56a5f6f3c5b64d96a81589e7d5336fc21693ff81f54b99887,BlackCat.PE,1
27a6dbca71639f44f9d9ad0b0afd7cb8631d2b28fed7cd7fe7e372436fabcd47,Cerber.PE,1
27d123fe5b01ac31664d962502fe4673253eacda775abb66c842e2c675e69674,CProgramFiles,0
2823ba6cc5d5934a88a6453db6c51843841517b450c0662cf2bb2627c6314963,Sodinokibi(REvil).PE,1
283d9bcd36fdbce272338bf6c8091ac608f4a2afd788fd6a0172f68cb1e154af,Cerber.PE,1
2841fc6c05d0209b2ca9299f69d010648f3a6769205e57392653fe0bbaed2088,CProgramFilesx86,0
2870734f807ddc1be07c42574ab82777271b1ad0aef8c56db705089a00cb5120,Cerber.PE,1
28886593e3b32f018241a4c0b745e564526dbb3295cb2635944e3a393f4278d4,CProgramFilesx86,0
28ce8591811dea64e397b1464b982b14d6fd856dfe8ff16ec34fa16673efdf61,cWindowssystem32,0
28d7a73fb5d92515deefd5b294d81704aedfd53467a1816ffae0e589a75ead72,LockBit.PE,1
28dd7ca713d2a2600aab5183a1e4f5ed899e3b1baa4815b05f7e1fffbd9df426,CProgramFiles,0
298172b36d3953b7648cd76a7da9ed62e91036970f301608fd39a9ebbb697b29,Dridex.PE,1
29ba217e3ac9b48ac327ed3f281509a7dad55fea7792d321ad60ac6fba2320d8,phobos.PE,1
29ed74c7523bd2348ee0410aacc49edb680d02e2ac8b0c3399d5402cc8b38f0c,CWindowsSysWOW64,0
2a4b2fd0e43b1b18908fe04279c1f7faefa2ff83ad26f5725ffbae610f484d87,CProgramFilesx86,0
2a6086487c60fae9216682b689dbd74c4f328ee2c6de0bba7b0be44d75a60936,Cerber.PE,1
2abeefa0118dba116922fa1fadc1bdc41ad5087a1bc9934c2cd04918ad447c9b,BlackCat.PE,1
2aefdcfdd05c40901e06a97a849a6567bbb660f710aafee2abfd9fcc84840e9a,BlackCat.PE,1
2b904fa972f67bd00923b96faf87c68b70d2dbab7dd4f3d00684a0c1a93ca5ab,WannaCry.PE,1
2bea4fc941b7d9436afa1be8cb46551c0694deed23b3fec87b969054238be099,CUsers[YourUser]AppDataLocalPrograms,0
2bf87e608ee6e4381e4141c80c3d58831e132ab5381f5f1d9f3bfc7f5cb79345,cWindowssystem32,0
2c0096513c6fad52ed5826229397f03efdc8a5d294394d4831b4f206b8db3058,CProgramFiles,0
2c1d89d9bd4ea05e0583cc751c90418756cede86f8a059a3c297b34f01700148,BlackCat.PE,1
2cc7887751d343812e0aaf541683df343bba0d2c346b91b30332493f76f999c1,CProgramFiles,0
2cd4a208713fa870bf3a715e728ee0d14e178e0c16a0865cb28913f97f7178e7,cWindowssystem32,0
2d0669a843d6c29f2f317dc53a4e291412a3f1a58f5eae30404e85363f05ea5a,CProgramFiles,0
2d082adfffdaf47b51eedffb9ab1671e1194ea698bdb1d5bb7ad647f19751164,CProgramFiles,0
2d6f1a85cb5b62f2db8bebb85a323614f2faedf10be0e0ea4028873bda85ae1b,BlackMatter.PE,1
2d88c26e10aebe2f11b52bba845049397f146f0f2ab41a533d8bef98d9eb35ac,BlackCat.PE,1
2d96ce044fc44d667fac47f5e18113102ffa73a531389b4bab25b929b6afef4f,CUsers[YourUser]AppDataLocalPrograms,0
2de7c260fb3224b13368c4e06cadf58db094d95eea3cd3b453f79ee35f699958,Cerber.PE,1
2e1ba21233efee736ee0f01f7e7e7f2143cac8b3ad056eb1464c7d7797c91e6e,WannaCry.PE,1
2e221788ae02d0e748bad8a3e8ca2c2e728960f912dfe3898f5048889215a2fc,BlackCat.PE,1
2e387850821c57b5eb8bc4dde4bda8a1bd7426b6e7dbc187e20b2f655ef9fc47,Cerber.PE,1
2e3fc41840ef99de8b90a29c991bf047ba5858b8aa2a911050ed571c869e4464,phobos.PE,1
2e45532af6df1bca9dce3cbca4399d3a54ba3964168e6217aa176d86258e0efc,conti.PE,1
2e53256b7105f772905aff51def75959c4c705f0dc4772953774517f2218ba39,CProgramFiles,0
2e54324c0f3b125bfe53b04c4039733e0ef0b0e4c84cc029d8e827c01496e2ee,phobos.PE,1
2e5f87068b0b8f725a8b8ad70e5b61e1c3009cb6dbdf079964d3e9a19bf8c200,CProgramFiles,0
2eab6c75f31f21ff4ce8ace89b3c504b3c383036da936dde2286c6b1fd3c6fa6,CProgramFiles,0
2eb135156afd41fdd7f86c9a0148bc6fda4c29d6021025d9476ccab3ad245031,CProgramFilesx86,0
2ebdfbd0094301b5c7781e4e31db67d573a23b55eb4ae1a3c0cca14b50055175,phobos.PE,1
2eda7cadee95c2b6acf62637ac0a16853b9c6719dec80133f0ac2e383ae7e3d6,CWindowsSysWOW64,0
