filesize,e_magic,e_lfanew,Machine,NumberOfSections,TimeDateStamp,Characteristics,AddressOfEntryPoint,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MajorSubsystemVersion,Subsystem,SizeOfImage,SizeOfHeaders,CheckSum,NumberOfRvaAndSizes,sections_mean_entropy,sections_min_entropy,sections_max_entropy,sections_mean_size,imports,imported_functions,filesize_shap,e_magic_shap,e_lfanew_shap,Machine_shap,NumberOfSections_shap,TimeDateStamp_shap,Characteristics_shap,AddressOfEntryPoint_shap,ImageBase_shap,SectionAlignment_shap,FileAlignment_shap,MajorOperatingSystemVersion_shap,MajorSubsystemVersion_shap,Subsystem_shap,SizeOfImage_shap,SizeOfHeaders_shap,CheckSum_shap,NumberOfRvaAndSizes_shap,sections_mean_entropy_shap,sections_min_entropy_shap,sections_max_entropy_shap,sections_mean_size_shap,imports_shap,imported_functions_shap,true_label,predicted_label,is_correct
32256,23117,224,332,5,3049307342,258,25232,4194304,4096,512,10,10,2,45056,1024,88358,16,4.361593709602781,0.3154425539007212,6.367457250980938,6246.4,7,73,-0.23171903,0.0,0.5323887,0.056467023,0.017873727,-1.8568435,-0.063021325,-0.26149303,-0.014001771,0.0,0.0,-2.488668,-0.7530607,-0.005167402,-0.2641005,-0.06591183,-1.4574068,0.0,-0.087221436,-0.54420626,-1.6905824,-0.3975667,-0.37460974,1.0760982,0,0,True
6402560,23117,128,332,3,1618590511,258,125672,4194304,8192,512,4,4,2,6430720,512,6417947,16,3.4548272784126453,0.1222758812591388,7.995316816688156,2134016.0,1,1,0.06500972,0.0,0.6276273,0.041979343,0.42239606,1.2709699,-0.10749145,0.09562972,0.041584697,0.0,0.0,2.3051407,0.17975059,-0.005167402,0.38740623,-0.010229126,-1.2575315,0.0,-0.82949877,-0.3823684,1.645876,-0.39956075,-0.111607835,1.494538,1,1,True
6661124,23117,128,332,7,1619908271,258,11163885,4194304,4096,512,5,5,2,11272192,1024,6662136,16,1.7547775545118274,0.0,7.968431477636087,951442.2857142856,7,19,0.08724604,0.0,0.63829166,0.04995836,-0.14144905,1.2364002,-0.10749145,-0.5782953,0.037882365,0.0,0.0,2.1742332,0.2331711,-0.005167402,0.38740623,-0.06634229,-1.1150894,0.0,-0.75277853,0.29399216,1.6012058,-0.40371078,-0.1766213,2.1863456,1,1,True
3723264,23117,248,332,4,1290243788,271,39446,4194304,4096,4096,4,4,2,6729728,4096,0,16,4.599635112021059,2.661976536825022,6.134451045964064,929792.0,7,91,0.23336352,0.0,-0.15431917,0.10203708,0.7236941,0.38129452,0.13219053,0.20438582,0.0103882775,0.0,0.0,1.5497841,0.21134287,-0.010419738,0.3243991,0.5088712,4.0845766,0.0,0.251751,-0.1363282,-0.7986706,0.073443,-0.11172625,0.59141403,1,1,True
2061938,23117,232,332,4,1442778241,259,121371,4194304,4096,512,5,5,2,352256,1024,0,16,7.896393542772713,7.640637175696687,7.991515544242205,51968.0,0,0,0.07964133,0.0,-0.027579429,0.036629744,0.377092,0.2844763,0.09564176,0.1721313,0.0038691405,0.0,0.0,1.406088,0.26167414,-0.010419738,-0.0735161,-0.038893104,3.8546255,0.0,0.61638623,0.35324427,1.1845453,0.36462617,0.11390991,1.6559962,1,1,True
1889112,23117,304,34404,8,1752819861,34,708192,5368709120,4096,512,6,6,2,1884160,1024,1928343,16,4.277224779836853,2.571478065051841,6.4162964484135045,233344.0,15,232,0.069438405,0.0,-1.847394,-0.18150584,-0.1767322,-1.2453666,-0.08231354,-0.32495248,0.034052692,0.0,0.0,-2.3142416,-0.46552974,-0.036369387,0.37828967,-0.0890508,-1.3381646,0.0,0.13209242,-0.5957551,-1.3396767,0.2671373,0.1636608,-0.68048525,0,0,True
120288,23117,256,34404,6,4022947199,34,4896,5368709120,4096,4096,10,10,2,110592,4096,155541,16,2.7819431733198114,0.0608758621707011,7.054801255468524,17749.333333333332,11,63,-0.19246563,0.0,-1.2749674,-0.08922893,-0.06604183,-1.4590827,-0.06558481,-0.09084458,0.06769507,0.0,0.0,-3.482018,-0.7123806,-0.010419738,-0.14543751,0.33140928,-1.3715286,0.0,-0.39181134,-0.5663525,0.79752845,-0.5158609,0.30437732,1.1210523,0,0,True
763977,23117,232,332,6,1612471783,271,165460,4194304,4096,4096,4,4,2,684032,4096,0,16,2.892024709901297,0.0,5.716505469925751,103082.66666666669,5,107,0.24209565,0.0,-0.016361227,0.13470338,-0.20618877,0.91032207,0.1058712,0.30378163,-0.0017043222,0.0,0.0,1.3466746,0.114536636,-0.010419738,0.067206174,0.38608527,4.247017,0.0,-0.83106685,-0.071768016,-1.1828104,0.27495655,-0.008927731,0.13317871,1,1,True
77824,23117,240,34404,6,430816300,34,5600,5368709120,4096,4096,10,10,2,81920,4096,107807,16,2.5631663478792666,0.1649192588802466,6.042051210530048,12288.0,8,99,-0.5258437,0.0,-0.08995993,-0.37257147,-0.27804956,-0.50466156,-0.05465442,-0.0020853607,0.07744048,0.0,0.0,-2.194625,-0.63468397,-0.010419738,-0.22012635,0.4200634,-1.5716622,0.0,-0.795692,-0.4457325,-1.0562295,-0.7065035,-0.124134704,0.106969684,0,0,True
487936,23117,224,332,5,1503977568,259,313104,4194304,4096,512,5,5,2,499712,1024,0,16,5.251311857616469,1.775884567557287,7.001111050950914,97382.4,7,618,0.43538252,0.0,0.5548829,0.07454235,0.07234682,0.5495535,0.09564176,0.020042596,0.039585635,0.0,0.0,0.9611486,0.21242325,-0.010289973,-0.0356233,-0.05049769,3.7905958,0.0,0.7879619,-0.24001141,0.6169668,0.5211613,-0.12089763,-2.3963501,1,1,True
102424,23117,232,34404,6,1688367138,34,16412,5368709120,4096,512,5,5,2,114688,1024,124428,16,4.103844383644432,2.0671172362064176,6.344398398314382,15189.333333333334,7,91,-0.6760866,0.0,0.0136981625,-0.28930792,-0.1546954,-0.079869844,-0.063021325,-0.37262815,0.051731683,0.0,0.0,1.550329,0.29025018,-0.010419738,-0.31131548,-0.10447629,-1.9625154,0.0,0.053278755,-0.5625527,-3.2889183,-0.9985119,-0.45683438,0.104658015,0,0,True
236356,23117,200,332,5,1469408151,271,13238,4194304,4096,512,4,4,2,266240,1024,0,16,3.948182281407399,0.0,6.46558121627285,7168.0,7,166,0.32441017,0.0,0.5634173,0.12799357,0.05350972,0.5182678,0.057742573,0.1317623,0.011164954,0.0,0.0,1.2765574,0.101807475,-0.010289973,-0.09608217,-0.045519948,4.3029,0.0,0.1446668,-0.010320579,-0.8023393,-0.70027566,-0.19263321,-0.7702973,1,1,True
2136512,23117,128,34404,13,0,38,5344,4194304,4096,512,4,5,3,1855488,1024,2157176,16,3.6443386604991055,0.0,6.892243303953368,139224.61538461538,12,416,0.093101166,0.0,0.7556411,-0.3034719,-0.9581557,-1.7909038,-0.07469898,0.44052497,0.02275506,0.0,0.0,2.0317638,0.3079098,0.035116915,0.3969947,-0.07025807,-0.8695955,0.0,-0.5721085,0.26372755,0.65779525,0.33453503,0.5260766,-1.3195349,0,0,True
6836832,23117,120,34404,12,1751425325,34,2893936,5368709120,4096,512,10,10,2,6979584,1024,6850916,16,3.788586357506112,0.0,6.463792079144648,568789.3333333334,20,551,-0.05572418,0.0,0.6960052,-0.1487014,-0.47314596,-1.2867817,-0.07469898,-0.43498588,-0.04431945,0.0,0.0,-2.2451735,-0.7236839,-0.010289973,0.3933374,-0.07411777,-1.1058178,0.0,0.09860831,0.059096534,-0.58528686,-0.0950209,-0.2842782,-0.82268596,0,0,True
2872424,23117,296,34404,6,1728579671,34,1524384,5368709120,4096,512,6,6,2,2854912,1024,2908429,16,4.942388781044471,3.021300530191587,6.264922219628422,472661.3333333333,8,4284,0.26259568,0.0,-1.5422179,-0.18150584,-0.09659861,-0.6878209,-0.06932233,-0.17365584,0.027157243,0.0,0.0,-2.241783,-0.45597175,-0.036369387,0.37828967,-0.10542273,-1.5170356,0.0,0.23611337,-0.527075,-0.12470612,-0.06318678,-0.16573444,-0.7516675,0,0,True
168440,23117,248,332,5,87457865,258,130656,4194304,4096,512,10,6,3,172032,1024,175916,16,4.8974032591801455,2.5379308227230446,6.269429740457546,31539.2,7,108,-0.5017702,0.0,-0.48903272,0.107118875,-0.06691845,-0.22279419,-0.12414636,0.14982928,-0.01479346,0.0,0.0,-2.2405412,-0.48885703,0.03555976,-0.2641005,-0.100299075,-1.5939543,0.0,0.16299264,-0.48452428,-0.77823615,0.23775001,-0.24317871,0.024785124,0,0,True
199696,23117,264,332,5,1730269174,258,43691,4194304,4096,512,5,5,2,208896,1024,251847,16,5.113766459143151,2.151487607708518,6.652714748440733,37683.2,9,175,0.09770882,0.0,-2.1635628,0.046501122,-0.022673689,-1.2020915,-0.08231354,-0.07890068,-0.009041226,0.0,0.0,1.8059342,0.27279937,-0.036369387,-0.15462026,-0.06545466,-1.6555123,0.0,0.54420453,-0.524281,-1.0095046,0.24768156,0.45081353,-0.9204205,0,0,True
2559456,23117,264,34404,6,1728579610,34,945504,5368709120,4096,512,6,6,3,2543616,1024,2612400,16,5.305660239123481,4.393715305471772,6.144350511146923,420949.3333333333,17,412,0.09072385,0.0,-1.7635952,-0.103795364,-0.09413551,-0.2976972,-0.06932233,-0.20888495,0.027157243,0.0,0.0,-2.1659386,-0.3561728,0.124118924,0.26105237,-0.07225829,-1.4157752,0.0,0.46176434,0.8659934,0.10646538,-0.16183722,0.027339425,-0.6132909,0,0,True
108422,23117,248,34404,6,1659768065,34,17020,5368709120,4096,512,5,5,3,135168,1024,173202,16,4.310408883489048,1.9811418097399107,6.386572043518898,17834.666666666668,2,86,-0.6760866,0.0,-0.8097953,-0.47408384,-0.23009726,0.73308784,-0.07949257,-0.34031203,0.051731683,0.0,0.0,1.5721767,0.26080987,0.03555976,-0.31131548,-0.11649886,-2.1844983,0.0,-0.19405262,-0.5211947,-3.2097366,-1.0596508,-0.25763848,-0.023428164,0,0,True
150016,23117,128,332,6,1663111857,258,103535,4194304,4096,512,5,5,2,163840,1024,152186,16,5.902579514146329,3.0389614741824005,7.986537864455784,24832.0,3,25,-0.23340727,0.0,0.859722,0.032479312,-0.06989554,1.343113,-0.10749145,0.14979157,-0.0041329022,0.0,0.0,2.1767888,0.30744195,-0.005167402,-0.119605064,-0.053772636,-0.9534728,0.0,0.8248211,-0.3782786,2.0835094,0.55701685,-0.2013494,1.8947783,1,1,True
2143744,23117,128,332,6,0,258,419776,4194304,4096,512,6,6,3,2338816,1024,0,16,4.716759428483118,0.0203931352360849,6.644859820088023,357120.0,1,45,0.15258397,0.0,0.6449423,0.06920625,-0.10865736,-0.10546305,-0.10522032,0.043497767,0.004629056,0.0,0.0,-1.5530686,-0.32519096,0.01763495,0.2364961,-0.046293736,6.6439805,0.0,0.19114947,-0.24817266,0.42834622,0.2847417,0.15587083,1.758238,1,1,True
1257472,23117,444,34404,23,1581633033,8226,268896,5368709120,4096,4096,5,5,3,1257472,4096,1065918627,16,1.2940228778718164,0.0,7.761532764993887,54494.608695652176,5,20,0.02916208,0.0,-1.3172129,-0.15263352,-0.5442673,0.7166821,0.18040223,0.14837739,0.06769507,0.0,0.0,2.2324755,0.22725174,0.03555976,0.30339745,0.5037884,-1.2511973,0.0,-0.61959165,0.23049016,2.111802,0.36124414,-0.07517423,2.4247243,1,1,True
551424,23117,208,332,4,1494381614,259,370096,4194304,4096,512,5,5,2,565248,1024,0,16,4.308191234486818,2.1291420311533686,5.783140195402289,137600.0,7,407,0.36216858,0.0,0.6295197,0.12799357,0.73399365,0.61898404,0.07968691,-0.11482763,0.034635313,0.0,0.0,1.1745332,0.20837443,-0.010289973,0.05828477,-0.054113705,4.2941656,0.0,0.21376693,-0.25410578,-0.61755425,0.41305745,-0.14958286,-1.0914946,1,1,True
13941328,23117,120,34404,13,1753853759,34,4672256,5368709120,4096,512,10,10,2,14069760,1024,13974576,16,3.677236441877256,0.0,6.581802910197139,1071537.2307692308,22,494,-0.06748631,0.0,0.6121881,-0.1487014,-0.47314596,-1.2714908,-0.07469898,-0.43030936,-0.04431945,0.0,0.0,-2.267173,-0.6961215,-0.010289973,0.36065054,-0.08573673,-1.1701148,0.0,-0.5522053,0.06198561,-0.56566095,-0.18311141,-0.3262118,-0.9201814,0,0,True
224768,23117,256,332,8,708992537,33166,32996,4194304,4096,512,4,4,2,110592,1024,0,16,2.7229984731878623,0.0,6.5116721748921,5056.0,10,85,0.28030774,0.0,-0.7954214,0.16065988,-0.8226337,-0.42743307,0.08528693,0.0051689474,-0.003361418,0.0,0.0,1.1316669,0.111732505,-0.010419738,-0.04798111,-0.0656684,4.901696,0.0,-0.5592237,-0.036836762,-0.29031637,-0.17057583,0.33551565,0.635816,1,1,True
180224,23117,128,332,6,1654941055,258,111727,4194304,4096,4096,5,5,2,180224,1024,194325,16,4.611760699578863,1.2349468506775652,7.795980262792157,29354.666666666668,3,20,-0.084836125,0.0,0.8069751,0.041979343,-0.084766135,1.4711846,-0.10749145,0.10893583,-0.0041329022,0.0,0.0,2.1767888,0.24738407,-0.005167402,-0.2278386,-0.058106683,-1.1365643,0.0,-0.039426263,-0.39851266,2.2105534,0.47339547,-0.18860942,1.8336641,1,1,True
221184,23117,240,34404,7,427533051,34,8064,5368709120,4096,4096,10,10,2,225280,4096,253063,16,2.6566538359463623,0.0474323950472891,6.245841426182095,31012.571428571428,16,183,0.26376113,0.0,-0.15304437,-0.37257147,-0.2866852,-0.6653507,-0.112299405,0.11487944,0.054668546,0.0,0.0,-1.9664991,-0.6438284,-0.036369387,-0.22027108,0.28937858,-1.2947743,0.0,-0.8620215,-0.43877867,-0.5305983,0.29451853,0.39520532,-0.58600736,0,0,True
530360,23117,240,332,7,470032518,258,359072,4194304,4096,512,10,10,2,544768,1024,581541,16,4.210569382943418,0.0,6.967441477238259,74240.0,72,440,0.30976,0.0,-0.5074302,0.041579135,-0.28681332,-0.6524105,-0.1252906,-0.08884735,-0.004090905,0.0,0.0,-2.4138484,-0.78279215,-0.036369387,-0.059377067,-0.051709786,-1.3143995,0.0,0.16809326,0.18628414,0.2614146,0.4229013,-0.33300042,-1.1603872,0,0,True
15024032,23117,360,332,7,1581888492,290,9849551,4194304,4096,512,6,6,2,15716352,1024,15084174,16,6.189122994504055,5.57204121905766,6.705030301314142,2143085.714285714,40,697,-0.119559415,0.0,-1.9116969,0.049457952,-0.22380331,0.25740334,0.18743268,-0.50156176,-0.0017043352,0.0,0.0,-2.2103884,-0.34772187,-0.036369387,0.21352172,-0.07754786,-1.57873,0.0,0.49023154,0.5527017,-0.26874682,-0.22184762,-0.33623338,-1.5806934,0,0,True
406968,23117,240,34404,7,2377927708,34,251536,5368709120,4096,4096,10,10,3,401408,4096,440882,16,3.538495711141496,0.1812103709124096,6.350925594658432,56173.71428571428,38,198,0.18558091,0.0,-0.12822191,-0.09839271,-0.14336768,-1.1933376,-0.1252906,0.079923615,0.054668546,0.0,0.0,-1.8930662,-0.6420482,0.124118924,-0.2518364,0.3042679,-1.2415558,0.0,-0.74979365,-0.622574,-1.4151387,0.51903355,-0.21504605,-0.47783786,0,0,True
67584,23117,184,332,2,0,8450,0,268435456,4096,512,10,6,2,77824,512,94188,16,4.696597256241669,2.095435060073074,7.297759452410265,33536.0,0,0,0.008498602,0.0,0.6756302,0.038158424,0.53722775,-0.62818223,0.11957158,-0.065712534,-0.06574118,0.0,0.0,-2.7051995,-0.47473302,-0.005167402,-0.22442226,0.11306061,-1.3535621,0.0,0.09639754,-0.5911702,1.9896291,0.4598857,-0.24399383,0.77547026,0,0,True
122968,23117,280,34404,6,1711540840,34,39808,5368709120,4096,512,6,6,2,118784,1024,127629,16,4.725064814617011,3.5393888221615466,6.079058261642961,16810.666666666668,18,317,-0.39844686,0.0,-1.590015,-0.12235397,-0.17172943,0.07784247,-0.05259361,-0.030431762,0.034052692,0.0,0.0,-1.8140079,-0.2878501,-0.036369387,-0.22469904,-0.087750256,-1.1898739,0.0,-0.050061475,0.82727396,-0.58407646,-0.74466085,0.1968609,-0.9232627,0,0,True
3313920,23117,288,34404,9,1752818679,34,2059264,5368709120,4096,512,6,6,2,3346432,1024,3349595,16,4.515658644842749,2.5754582577090464,6.415586318697125,365738.6666666667,15,460,0.069438405,0.0,-1.847394,-0.18150584,-0.1767322,-1.2357877,-0.08231354,-0.32495248,0.034052692,0.0,0.0,-2.2724333,-0.46552974,-0.036369387,0.37828967,-0.0890508,-1.3253065,0.0,0.13209242,-0.5840341,-1.2978687,0.2671373,0.16235757,-0.7969557,0,0,True
57344,23117,224,332,5,1585664245,258,12199,4194304,4096,512,5,5,2,77824,1024,100924,16,6.324537045426157,5.277831241634674,7.847310861225537,11264.0,9,111,-0.05521829,0.0,0.8367982,0.07454235,0.058305137,0.81578505,-0.063021325,0.24205393,-0.00905145,0.0,0.0,2.1779037,0.2573402,-0.005167402,-0.119605064,-0.049147353,-0.72805685,0.0,1.0231832,0.32621607,2.0757792,-0.4020973,0.9120671,0.49419546,1,1,True
584192,23117,128,332,3,1696302349,270,589486,4194304,8192,512,4,4,2,606208,512,0,16,3.9392197889846847,0.1019104256627077,7.218018215155607,194560.0,1,1,0.17509449,0.0,0.47775972,0.03422594,0.31362578,-0.111333676,0.10569247,-0.19696137,0.013711944,0.0,0.0,1.5107459,0.18438055,-0.005167402,0.0132663045,-0.006869355,3.7956984,0.0,0.27391487,-0.24112959,1.3655283,0.43251282,0.36287794,1.123507,1,1,True
45928,23117,288,34404,6,2919982154,34,16016,5368709120,4096,512,6,6,3,53248,1024,83313,16,4.010798519162236,2.6289390117644387,6.120418679946406,5717.333333333333,12,99,-0.17235416,0.0,-1.387051,-0.18150584,-0.13218938,-1.2265425,-0.05259361,-0.3240384,0.056824625,0.0,0.0,-2.1976118,-0.45622957,0.03555976,-0.22908989,-0.10592413,-1.3476276,0.0,0.035447694,-0.5907599,-0.8861724,-0.2831217,0.31581295,-0.0455294,0,0,True
783776,23117,296,332,7,1744787774,258,94752,4194304,4096,512,6,6,2,786432,1024,812236,16,4.2761580199180695,0.7903686829643138,6.644267453689497,108324.57142857143,1,6,-0.24531007,0.0,-1.6737618,0.056467023,-0.08223257,-1.4987826,-0.08231354,0.08153297,-0.01479346,0.0,0.0,-2.610497,-0.6052589,-0.010419738,0.22145009,-0.08602574,-1.9495603,0.0,0.06317719,-0.54381293,-0.21762197,0.18454346,-0.020929277,1.0447776,0,0,True
3081216,23117,128,332,8,1642762677,815,5312,4194304,4096,512,4,4,2,3104768,1024,3110741,16,3.207756115808284,0.0,6.922063040850016,385024.0,13,214,0.0516695,0.0,0.9253782,0.07989196,-0.18745553,2.0238605,0.11957158,0.47712597,0.02275506,0.0,0.0,2.5941362,0.24559031,-0.010289973,0.36434883,-0.054129526,-0.71556306,0.0,-1.0075984,0.33935302,1.0357244,0.4003241,0.5618756,-0.7579132,1,1,True
57344,23117,224,332,5,1585664245,258,12199,4194304,4096,512,5,5,2,77824,1024,118278,16,6.31880352711567,5.277831241634674,7.817411805055839,11264.0,9,111,-0.05521829,0.0,0.8367982,0.07454235,0.058305137,0.81578505,-0.063021325,0.24205393,-0.00905145,0.0,0.0,2.1779037,0.2573402,-0.005167402,-0.119605064,-0.049147353,-0.72805685,0.0,1.0231832,0.32621607,2.0757792,-0.4020973,0.9120671,0.49419546,1,1,True
463401,23117,256,332,8,708992537,33166,32996,4194304,4096,512,4,4,2,110592,1024,0,16,2.7229984731878623,0.0,6.5116721748921,5056.0,10,85,0.29231375,0.0,-0.7954214,0.16065988,-0.8191619,-0.42743307,0.08528693,0.0051689474,-0.003361418,0.0,0.0,1.1316669,0.111732505,-0.010419738,-0.04798111,-0.0656684,4.912876,0.0,-0.6010956,-0.025657292,-0.29031637,-0.17057583,0.33551565,0.63985103,1,1,True
1131920,23117,256,34404,16,3174661629,34,200680,5368709120,4096,4096,10,10,1,1228800,4096,1172656,16,2.094335894408337,0.0,6.401342793321314,69888.0,4,40,0.021093324,0.0,-1.1972268,-0.1603506,-0.30638754,-1.3869447,-0.073277205,0.33637446,0.07234754,0.0,0.0,-2.371164,-0.7779954,-0.010419738,0.312448,0.47077516,-1.6037055,0.0,-0.48095813,0.110948764,-1.5921304,0.20282874,0.16669445,1.202262,0,0,True
91648,23117,240,34404,7,1613681260,34,43440,5368709120,4096,4096,10,6,2,81920,4096,109613,16,1.9484253661836508,0.0252759477360849,6.028780896472147,11117.714285714286,8,125,-0.47848192,0.0,-0.31550542,-0.37257147,-0.2886289,0.43032733,-0.05465442,0.02808365,0.069859,0.0,0.0,-2.074293,-0.319567,-0.036369387,-0.2157355,0.52318037,-1.5199363,0.0,-0.75475794,-0.45369163,-0.868777,-0.4721982,-0.1372634,-0.8829187,0,0,True
197632,23117,208,332,4,1467285327,259,5168,4194304,4096,512,5,5,2,208896,4096,0,16,6.282503892680753,4.876842726517755,7.545826551835268,49152.0,7,143,0.215736,0.0,0.73818886,0.07178849,0.5388736,0.41548824,0.08282054,0.07110169,0.039585635,0.0,0.0,1.3820308,0.21637598,-0.010289973,-0.05047385,0.30900177,3.31239,0.0,0.6309636,0.27200472,1.2283175,0.3808866,-0.13713516,-0.7839927,1,1,True
3542871,23117,256,332,11,1736350595,258,2947496,4194304,4096,512,6,6,2,3584000,1024,0,16,3.800735349117241,0.0,6.727518760891704,319767.2727272727,14,555,0.022714924,0.0,-1.0093955,0.064851865,-0.41595307,-0.95774436,-0.058841635,-0.31898856,0.002425503,0.0,0.0,-1.3933222,-0.28488556,-0.036369387,0.1880755,-0.06375782,5.494397,0.0,0.044090144,-0.07344708,0.23348688,0.2514836,-0.6665802,-1.4574574,0,0,True
220672,23117,272,34404,6,1620302789,8226,122376,6442450944,4096,512,6,6,2,241664,1024,0,16,4.859602406648784,2.8784766974244147,6.525180669663398,36608.0,3,74,0.17330378,0.0,-1.1663601,-0.20510918,-0.13208193,0.9244659,0.0992155,0.27661705,0.010285249,0.0,0.0,-1.7304438,-0.3682087,-0.010419738,-0.13224411,-0.07875402,7.35215,0.0,0.075337574,-0.28184947,-0.20747629,0.21502429,0.14436027,1.7473963,1,1,True
